Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Order Date,Month,Year,Quarter,Stock_Level,Reorder_Point,Shelf_Life_Days,Days_To_Expiry,Near_Expiry,Low_Stock,Profit_Margin,Is_Anomaly,Anomaly_Score
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Furniture,Bookcases,205.9992,3,0.32,-27.2646,2017-11-13,11,2017,4,48,21,1825,1732,0,0,-13.23529411764706,0,1
Second Class,Consumer,United States,Knoxville,Tennessee,37918,South,Office Supplies,Paper,12.192,3,0.2,4.1148,2016-09-04,9,2016,3,514,150,730,234,0,0,33.75,0,1
Second Class,Consumer,United States,Knoxville,Tennessee,37918,South,Office Supplies,Appliances,87.168,2,0.2,8.7168,2016-09-04,9,2016,3,115,30,730,222,0,0,9.999999999999998,0,1
Second Class,Consumer,United States,Knoxville,Tennessee,37918,South,Office Supplies,Art,31.744,2,0.2,8.3328,2016-09-04,9,2016,3,361,105,365,-169,1,0,26.25,0,1
Standard Class,Corporate,United States,Chattanooga,Tennessee,37421,South,Furniture,Furnishings,132.224,4,0.2,-18.1808,2016-02-06,2,2016,1,201,60,1825,1088,0,0,-13.750000000000002,0,1
Standard Class,Corporate,United States,San Diego,California,92037,West,Office Supplies,Paper,105.52,4,0.0,48.5392,2015-03-22,3,2015,1,501,150,730,-324,1,0,46.0,0,1
Standard Class,Corporate,United States,San Diego,California,92037,West,Furniture,Furnishings,91.96,2,0.0,15.6332,2015-03-22,3,2015,1,175,60,1825,784,0,0,17.0,0,1
Standard Class,Corporate,United States,San Diego,California,92037,West,Technology,Phones,1487.976,3,0.2,185.997,2015-03-22,3,2015,1,167,45,540,-498,1,0,12.5,0,1
First Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Paper,19.44,3,0.0,9.3312,2015-07-02,7,2015,3,507,150,730,-223,1,0,48.00000000000001,0,1
First Class,Consumer,United States,Tampa,Florida,33614,South,Technology,Accessories,11.672,1,0.2,-0.7295,2015-06-15,6,2015,2,166,54,365,-607,1,0,-6.25,0,1
Same Day,Consumer,United States,Utica,New York,13501,East,Technology,Phones,279.96,4,0.0,78.3888,2014-11-26,11,2014,4,129,45,540,-635,1,0,28.000000000000004,0,1
Same Day,Consumer,United States,Utica,New York,13501,East,Office Supplies,Binders,12.912,3,0.2,4.6806,2014-11-26,11,2014,4,419,120,730,-432,1,0,36.25,0,1
Same Day,Consumer,United States,Utica,New York,13501,East,Office Supplies,Binders,17.088,4,0.2,5.7672,2014-11-26,11,2014,4,396,120,730,-445,1,0,33.75,0,1
Same Day,Consumer,United States,Utica,New York,13501,East,Office Supplies,Labels,93.15,9,0.0,44.712,2014-11-26,11,2014,4,623,180,365,-778,1,0,48.0,0,1
Same Day,Consumer,United States,Utica,New York,13501,East,Office Supplies,Labels,11.52,4,0.0,5.6448,2014-11-26,11,2014,4,619,180,365,-772,1,0,49.00000000000001,0,1
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Supplies,238.62,2,0.0,4.7724,2017-05-12,5,2017,2,124,36,730,451,0,0,2.0,0,1
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Appliances,7.77,1,0.0,2.0979,2017-05-12,5,2017,2,121,30,730,485,0,0,27.0,0,1
Standard Class,Corporate,United States,San Francisco,California,94122,West,Furniture,Tables,285.48,5,0.2,-10.7055,2017-05-12,5,2017,2,88,18,1825,1593,0,0,-3.75,0,1
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Binders,19.168,4,0.2,6.4692,2017-05-12,5,2017,2,390,120,730,483,0,0,33.75,0,1
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Appliances,26.136,3,0.2,1.9602,2014-05-02,5,2014,2,94,30,730,-625,1,0,7.5,0,1
Second Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Paper,419.4,4,0.0,201.312,2017-09-03,9,2017,3,497,150,730,606,0,0,48.00000000000001,0,1
Second Class,Home Office,United States,New York City,New York,10035,East,Furniture,Chairs,90.801,1,0.1,14.1246,2017-09-03,9,2017,3,96,24,1825,1693,0,0,15.555555555555554,0,1
Second Class,Home Office,United States,New York City,New York,10035,East,Furniture,Chairs,181.764,2,0.1,-8.0784,2017-09-03,9,2017,3,64,24,1825,1684,0,0,-4.444444444444445,0,1
Second Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Art,5.56,2,0.0,2.224,2017-09-03,9,2017,3,323,105,365,199,0,0,40.00000000000001,0,1
Standard Class,Consumer,United States,Richmond,Indiana,47374,Central,Furniture,Tables,581.96,2,0.0,104.7528,2016-12-03,12,2016,4,58,18,1825,1383,0,0,17.999999999999996,0,1
Standard Class,Consumer,United States,Richmond,Indiana,47374,Central,Furniture,Chairs,29.98,1,0.0,8.0946,2016-12-03,12,2016,4,108,24,1825,1379,0,0,26.999999999999996,0,1
Standard Class,Consumer,United States,San Diego,California,92105,West,Technology,Accessories,519.96,4,0.0,176.7864,2015-07-18,7,2015,3,158,54,365,-543,1,0,34.0,0,1
Standard Class,Consumer,United States,Concord,North Carolina,28027,South,Office Supplies,Labels,6.264,3,0.2,2.0358,2016-07-21,7,2016,3,596,180,365,-170,1,0,32.5,0,1
Standard Class,Consumer,United States,Concord,North Carolina,28027,South,Furniture,Chairs,363.92,5,0.2,0.0,2016-07-21,7,2016,3,75,24,1825,1243,0,0,0.0,0,1
Standard Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Binders,64.2,5,0.7,-42.8,2015-06-09,6,2015,2,388,120,730,-260,1,0,-66.66666666666666,0,1
Standard Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Binders,38.52,3,0.7,-26.964,2015-06-09,6,2015,2,425,120,730,-219,1,0,-70.0,0,1
Standard Class,Consumer,United States,Miami,Florida,33178,South,Technology,Accessories,72.6,5,0.2,-8.1675,2015-06-09,6,2015,2,177,54,365,-626,1,0,-11.250000000000002,0,1
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Technology,Phones,57.568,4,0.2,5.7568,2017-11-27,11,2017,4,136,45,540,450,0,0,10.0,0,1
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Storage,83.7,5,0.0,3.348,2015-03-27,3,2015,1,232,66,1095,52,0,0,3.9999999999999996,0,1
Second Class,Home Office,United States,Arlington,Virginia,22204,South,Office Supplies,Paper,32.4,5,0.0,15.552,2015-09-22,9,2015,3,526,150,730,-123,1,0,48.0,0,1
Second Class,Home Office,United States,Arlington,Virginia,22204,South,Furniture,Furnishings,47.98,2,0.0,11.0354,2015-09-22,9,2015,3,210,60,1825,963,0,0,23.0,0,1
Standard Class,Consumer,United States,San Diego,California,92105,West,Technology,Phones,415.968,4,0.2,51.996,2015-11-17,11,2015,4,161,45,540,-249,1,0,12.5,0,1
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Storage,304.9,5,0.0,6.098,2015-11-17,11,2015,4,239,66,1095,314,0,0,2.0,0,1
Standard Class,Consumer,United States,San Diego,California,92105,West,Furniture,Furnishings,80.96,4,0.0,29.1456,2015-11-17,11,2015,4,189,60,1825,1023,0,0,36.00000000000001,0,1
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Storage,777.21,7,0.0,54.4047,2015-11-17,11,2015,4,234,66,1095,299,0,0,6.999999999999999,0,1
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Paper,32.4,5,0.0,15.552,2015-11-17,11,2015,4,509,150,730,-88,1,0,48.0,0,1
Standard Class,Consumer,United States,San Diego,California,92105,West,Furniture,Chairs,225.568,2,0.2,2.8196,2015-11-17,11,2015,4,88,24,1825,1021,0,0,1.25,0,1
Standard Class,Consumer,United States,San Diego,California,92105,West,Furniture,Furnishings,36.6,3,0.0,15.372,2015-11-17,11,2015,4,218,60,1825,1012,0,0,42.0,0,1
Standard Class,Home Office,United States,Roseville,Minnesota,55113,Central,Office Supplies,Appliances,715.64,2,0.0,178.91,2015-11-10,11,2015,4,122,30,730,-99,1,0,25.0,0,1
Standard Class,Home Office,United States,Roseville,Minnesota,55113,Central,Office Supplies,Storage,795.51,3,0.0,143.1918,2015-11-10,11,2015,4,212,66,1095,261,0,0,18.0,0,1
Standard Class,Home Office,United States,Roseville,Minnesota,55113,Central,Technology,Copiers,549.99,1,0.0,274.995,2015-11-10,11,2015,4,46,9,1095,260,0,0,50.0,0,1
Standard Class,Home Office,United States,Roseville,Minnesota,55113,Central,Office Supplies,Binders,74.76,3,0.0,34.3896,2015-11-10,11,2015,4,401,120,730,-64,1,0,46.0,0,1
Standard Class,Home Office,United States,Roseville,Minnesota,55113,Central,Furniture,Furnishings,29.22,3,0.0,12.8568,2015-11-10,11,2015,4,221,60,1825,986,0,0,44.0,0,1
Standard Class,Home Office,United States,Virginia Beach,Virginia,23464,South,Office Supplies,Binders,9.64,2,0.0,4.7236,2014-09-10,9,2014,3,416,120,730,-529,1,0,49.0,0,1
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Storage,33.488,7,0.2,-1.2558,2015-08-05,8,2015,3,222,66,1095,188,0,0,-3.75,0,1
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Supplies,23.04,3,0.2,-4.896,2015-08-05,8,2015,3,146,36,730,-200,1,0,-21.25,0,1
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,1.362,1,0.8,-2.1792,2015-08-05,8,2015,3,415,120,730,-186,1,0,-159.99999999999997,1,-1
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Furniture,Furnishings,14.76,5,0.6,-11.439,2015-08-05,8,2015,3,174,60,1825,921,0,0,-77.5,0,1
Second Class,Consumer,United States,Concord,California,94521,West,Furniture,Bookcases,239.666,2,0.15,14.098,2017-09-03,9,2017,3,82,21,1825,1661,0,0,5.882352941176471,0,1
Standard Class,Consumer,United States,Conway,Arkansas,72032,South,Furniture,Tables,301.96,2,0.0,45.294,2015-11-01,11,2015,4,77,18,1825,1020,0,0,15.0,0,1
Second Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,7.968,2,0.2,2.8884,2015-04-29,4,2015,2,503,150,730,-296,1,0,36.25,0,1
Second Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Paper,109.92,2,0.0,53.8608,2016-05-01,5,2016,2,509,150,730,117,0,0,49.0,0,1
Second Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Paper,19.44,3,0.0,9.3312,2016-05-01,5,2016,2,480,150,730,68,0,0,48.00000000000001,0,1
Second Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Art,11.16,2,0.0,4.3524,2016-05-01,5,2016,2,369,105,365,-275,1,0,39.0,0,1
Second Class,Corporate,United States,Meriden,Connecticut,6450,East,Office Supplies,Appliances,79.47,3,0.0,22.2516,2014-08-05,8,2014,3,72,30,730,-556,1,0,28.000000000000004,0,1
Second Class,Corporate,United States,Meriden,Connecticut,6450,East,Office Supplies,Art,4.56,2,0.0,2.0064,2014-08-05,8,2014,3,377,105,365,-895,1,0,44.00000000000001,0,1
Second Class,Corporate,United States,Meriden,Connecticut,6450,East,Furniture,Chairs,1133.35,5,0.0,294.671,2014-08-05,8,2014,3,82,24,1825,567,0,0,26.0,0,1
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Art,4.672,1,0.2,0.584,2016-01-04,1,2016,1,330,105,365,-372,1,0,12.5,0,1
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,104.58,6,0.7,-80.178,2016-01-04,1,2016,1,385,120,730,-15,1,0,-76.66666666666666,0,1
Standard Class,Home Office,United States,Cheyenne,Wyoming,82001,West,Furniture,Chairs,1603.136,4,0.2,100.196,2016-11-07,11,2016,4,67,24,1825,1363,0,0,6.25,0,1
Same Day,Corporate,United States,Anaheim,California,92804,West,Furniture,Tables,1293.488,7,0.2,80.843,2016-06-14,6,2016,2,59,18,1825,1222,0,0,6.25,0,1
Standard Class,Consumer,United States,Bloomington,Indiana,47401,Central,Furniture,Furnishings,127.95,3,0.0,21.7515,2016-09-24,9,2016,3,217,60,1825,1305,0,0,17.0,0,1
Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Office Supplies,Storage,59.76,1,0.0,16.7328,2017-03-30,3,2017,1,244,66,1095,792,0,0,28.000000000000004,0,1
Same Day,Home Office,United States,Jonesboro,Arkansas,72401,South,Office Supplies,Binders,108.08,7,0.0,54.04,2017-06-04,6,2017,2,379,120,730,492,0,0,50.0,0,1
Same Day,Home Office,United States,Jonesboro,Arkansas,72401,South,Office Supplies,Binders,9.54,3,0.0,4.3884,2017-06-04,6,2017,2,387,120,730,496,0,0,46.0,0,1
First Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,11.736,3,0.2,1.0269,2015-04-07,4,2015,2,357,105,365,-654,1,0,8.75,0,1
Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Binders,447.86,7,0.0,219.4514,2014-05-21,5,2014,2,388,120,730,-621,1,0,49.0,0,1
Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Paper,17.94,3,0.0,8.7906,2014-05-21,5,2014,2,505,150,730,-646,1,0,48.99999999999999,0,1
Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Appliances,245.88,6,0.0,68.8464,2014-05-21,5,2014,2,128,30,730,-641,1,0,28.000000000000004,0,1
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,192.16,4,0.0,92.2368,2016-09-05,9,2016,3,482,150,730,211,0,0,48.00000000000001,0,1
Standard Class,Corporate,United States,San Diego,California,92105,West,Furniture,Chairs,801.568,2,0.2,50.098,2016-09-18,9,2016,3,105,24,1825,1311,0,0,6.25,0,1
Standard Class,Corporate,United States,San Diego,California,92105,West,Office Supplies,Paper,368.91,9,0.0,180.7659,2016-09-18,9,2016,3,515,150,730,234,0,0,48.99999999999999,0,1
Standard Class,Corporate,United States,San Diego,California,92105,West,Furniture,Chairs,885.528,9,0.2,-99.6219,2016-09-18,9,2016,3,52,24,1825,1336,0,0,-11.249999999999998,0,1
Second Class,Corporate,United States,San Francisco,California,94109,West,Furniture,Furnishings,28.28,2,0.0,7.3528,2016-03-13,3,2016,1,179,60,1825,1124,0,0,26.0,0,1
Second Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Supplies,4912.59,3,0.0,196.5036,2016-03-13,3,2016,1,127,36,730,61,0,0,4.0,1,-1
Same Day,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Binders,14.352,3,0.2,5.0232,2014-10-16,10,2014,4,370,120,730,-500,1,0,35.0,0,1
Same Day,Consumer,United States,San Francisco,California,94110,West,Technology,Accessories,179.97,3,0.0,86.3856,2014-10-16,10,2014,4,204,54,365,-814,1,0,48.0,0,1
First Class,Corporate,United States,Cranston,Rhode Island,2920,East,Office Supplies,Storage,42.76,1,0.0,11.1176,2017-10-08,10,2017,4,245,66,1095,989,0,0,26.0,0,1
Standard Class,Consumer,United States,Owensboro,Kentucky,42301,South,Office Supplies,Paper,45.68,2,0.0,21.0128,2015-05-07,5,2015,2,496,150,730,-252,1,0,46.0,0,1
First Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Binders,25.06,2,0.0,11.7782,2016-04-14,4,2016,2,415,120,730,70,0,0,47.0,0,1
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,38.432,1,0.2,13.4512,2016-11-21,11,2016,4,477,150,730,314,0,0,35.0,0,1
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Storage,21.568,2,0.2,1.6176,2016-11-21,11,2016,4,240,66,1095,665,0,0,7.5,0,1
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Accessories,81.576,3,0.2,2.0394,2016-11-21,11,2016,4,195,54,365,-82,1,0,2.5000000000000004,0,1
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Binders,2.78,1,0.0,1.3622,2017-09-10,9,2017,3,411,120,730,583,0,0,49.00000000000001,0,1
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Storage,99.87,3,0.0,23.9688,2017-09-09,9,2017,3,206,66,1095,977,0,0,24.000000000000004,0,1
Standard Class,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Labels,44.4,3,0.0,22.2,2014-11-01,11,2014,4,578,180,365,-797,1,0,50.0,0,1
Standard Class,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Paper,21.4,5,0.0,9.63,2014-11-01,11,2014,4,475,150,730,-461,1,0,45.00000000000001,0,1
Standard Class,Consumer,United States,Richmond,Indiana,47374,Central,Furniture,Furnishings,71.12,4,0.0,22.0472,2016-04-03,4,2016,2,212,60,1825,1149,0,0,31.0,0,1
Standard Class,Consumer,United States,Richmond,Indiana,47374,Central,Technology,Phones,259.96,4,0.0,124.7808,2016-04-03,4,2016,2,144,45,540,-109,1,0,48.00000000000001,0,1
Standard Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Envelopes,9.78,1,0.0,4.89,2017-01-12,1,2017,1,458,135,365,-44,1,0,50.0,0,1
Standard Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Binders,24.192,9,0.2,7.56,2015-11-20,11,2015,4,418,120,730,-52,1,0,31.25,0,1
Standard Class,Corporate,United States,Westfield,New Jersey,7090,East,Furniture,Furnishings,31.56,3,0.0,10.4148,2016-11-27,11,2016,4,229,60,1825,1392,0,0,33.0,0,1
Same Day,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Paper,59.94,3,0.0,28.1718,2017-11-06,11,2017,4,497,150,730,625,0,0,47.0,0,1
Same Day,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Paper,45.36,4,0.0,22.2264,2017-11-06,11,2017,4,502,150,730,637,0,0,49.00000000000001,0,1
Same Day,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Paper,26.4,5,0.0,12.672,2017-11-06,11,2017,4,523,150,730,660,0,0,48.00000000000001,0,1
Same Day,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Labels,41.4,4,0.0,19.872,2017-11-06,11,2017,4,606,180,365,272,0,0,48.00000000000001,0,1
Same Day,Home Office,United States,San Francisco,California,94122,West,Technology,Accessories,16.95,1,0.0,1.017,2017-11-06,11,2017,4,158,54,365,259,0,0,6.0,0,1
Standard Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,Binders,24.704,2,0.2,9.264,2016-12-02,12,2016,4,387,120,730,309,0,0,37.49999999999999,0,1
Standard Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,Appliances,59.7,3,0.0,26.865,2016-12-02,12,2016,4,125,30,730,311,0,0,44.99999999999999,0,1
Standard Class,Corporate,United States,San Jose,California,95123,West,Furniture,Furnishings,14.52,3,0.0,5.6628,2016-12-02,12,2016,4,228,60,1825,1432,0,0,39.0,0,1
Standard Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,Binders,104.184,3,0.2,33.8598,2016-12-02,12,2016,4,390,120,730,286,0,0,32.5,0,1
Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Storage,46.53,3,0.0,13.0284,2016-12-17,12,2016,4,191,66,1095,684,0,0,27.999999999999996,0,1
Second Class,Corporate,United States,Owensboro,Kentucky,42301,South,Office Supplies,Supplies,25.5,3,0.0,6.63,2014-08-24,8,2014,3,147,36,730,-497,1,0,26.0,0,1
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,14.9,5,0.0,1.043,2015-09-17,9,2015,3,232,66,1095,237,0,0,6.999999999999999,0,1
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Labels,87.71,7,0.0,41.2237,2015-09-17,9,2015,3,628,180,365,-490,1,0,47.0,0,1
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,199.764,2,0.1,8.8784,2015-09-17,9,2015,3,109,24,1825,958,0,0,4.444444444444444,0,1
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,94.6,4,0.0,27.434,2015-09-17,9,2015,3,227,66,1095,254,0,0,29.000000000000004,0,1
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,4228.704,6,0.2,158.5764,2015-09-17,9,2015,3,97,21,1825,990,0,0,3.7500000000000004,1,-1
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,2003.92,5,0.2,-25.049,2015-09-17,9,2015,3,79,21,1825,950,0,0,-1.25,0,1
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,209.97,3,0.0,58.7916,2015-09-17,9,2015,3,155,45,540,-297,1,0,28.000000000000004,0,1
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,659.9,2,0.0,217.767,2015-09-17,9,2015,3,199,54,365,-513,1,0,33.0,0,1
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,110.96,2,0.0,53.2608,2015-09-17,9,2015,3,529,150,730,-155,1,0,48.00000000000001,0,1
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,67.8,4,0.0,1.356,2015-09-17,9,2015,3,162,45,540,-309,1,0,2.0000000000000004,0,1
Second Class,Corporate,United States,New York City,New York,10011,East,Furniture,Tables,313.176,2,0.4,-120.0508,2016-11-26,11,2016,4,66,18,1825,1396,0,0,-38.333333333333336,0,1
Second Class,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Art,22.96,7,0.0,6.6584,2017-11-19,11,2017,4,334,105,365,271,0,0,28.999999999999996,0,1
Standard Class,Corporate,United States,Bellingham,Washington,98226,West,Technology,Accessories,1099.5,10,0.0,362.835,2017-06-03,6,2017,2,177,54,365,140,0,0,32.99999999999999,0,1
Standard Class,Corporate,United States,Decatur,Alabama,35601,South,Furniture,Tables,1215.92,8,0.0,316.1392,2014-04-08,4,2014,2,47,18,1825,454,0,0,26.0,0,1
Standard Class,Corporate,United States,Fayetteville,Arkansas,72701,South,Office Supplies,Labels,7.31,1,0.0,3.4357,2014-10-11,10,2014,4,603,180,365,-864,1,0,47.0,0,1
Standard Class,Corporate,United States,Fayetteville,Arkansas,72701,South,Furniture,Furnishings,8.92,4,0.0,3.9248,2014-10-11,10,2014,4,191,60,1825,621,0,0,44.0,0,1
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Bookcases,87.21,3,0.5,-45.3492,2017-07-07,7,2017,3,50,21,1825,1591,0,0,-52.000000000000014,0,1
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,15.552,3,0.2,5.4432,2017-07-07,7,2017,3,527,150,730,496,0,0,35.0,0,1
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,683.988,2,0.4,-113.998,2017-07-07,7,2017,3,176,45,540,359,0,0,-16.666666666666664,0,1
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,13.392,3,0.2,1.0044,2017-07-07,7,2017,3,202,66,1095,891,0,0,7.5,0,1
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,16.776,3,0.2,4.8231,2017-07-07,7,2017,3,153,54,365,173,0,0,28.750000000000004,0,1
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,527.92,2,0.2,85.787,2017-07-07,7,2017,3,171,54,365,137,0,0,16.250000000000004,0,1
Same Day,Home Office,United States,Seattle,Washington,98103,West,Furniture,Furnishings,25.4,5,0.0,8.636,2016-07-04,7,2016,3,176,60,1825,1222,0,0,34.0,0,1
Same Day,Home Office,United States,Seattle,Washington,98103,West,Technology,Phones,177.48,3,0.2,19.9665,2016-07-04,7,2016,3,162,45,540,-25,1,0,11.25,0,1
Same Day,Home Office,United States,Seattle,Washington,98103,West,Technology,Phones,71.976,3,0.2,8.997,2016-07-04,7,2016,3,173,45,540,-27,1,0,12.5,0,1
Standard Class,Consumer,United States,Plano,Texas,75023,Central,Technology,Phones,95.992,1,0.2,9.5992,2017-05-19,5,2017,2,143,45,540,299,0,0,10.0,0,1
Standard Class,Consumer,United States,Plano,Texas,75023,Central,Office Supplies,Labels,13.216,4,0.2,4.2952,2017-05-19,5,2017,2,573,180,365,120,0,0,32.50000000000001,0,1
Second Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Accessories,435.84,12,0.0,130.752,2017-10-12,10,2017,4,177,54,365,236,0,0,30.000000000000004,0,1
Second Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,5.88,2,0.0,1.5876,2017-10-12,10,2017,4,334,105,365,237,0,0,26.999999999999996,0,1
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Technology,Phones,211.168,4,0.2,18.4772,2016-08-06,8,2016,3,120,45,540,19,1,0,8.75,0,1
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,Furnishings,6.28,1,0.0,2.6376,2014-08-25,8,2014,3,224,60,1825,547,0,0,42.0,0,1
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Technology,Accessories,95.1,5,0.0,30.432,2014-08-25,8,2014,3,152,54,365,-864,1,0,32.0,0,1
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Paper,25.92,4,0.0,12.4416,2014-08-25,8,2014,3,483,150,730,-534,1,0,47.99999999999999,0,1
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Storage,48.84,4,0.0,13.1868,2014-08-25,8,2014,3,227,66,1095,-166,1,0,26.999999999999996,0,1
Second Class,Home Office,United States,Des Moines,Iowa,50315,Central,Office Supplies,Binders,25.9,5,0.0,12.691,2015-09-14,9,2015,3,419,120,730,-112,1,0,49.00000000000001,0,1
Same Day,Corporate,United States,Southaven,Mississippi,38671,South,Office Supplies,Envelopes,42.68,4,0.0,19.6328,2017-03-05,3,2017,1,476,135,365,22,1,0,46.0,0,1
Same Day,Corporate,United States,Southaven,Mississippi,38671,South,Technology,Accessories,299.97,3,0.0,125.9874,2017-03-05,3,2017,1,150,54,365,18,1,0,41.99999999999999,0,1
Same Day,Corporate,United States,Southaven,Mississippi,38671,South,Office Supplies,Appliances,262.24,2,0.0,78.672,2017-03-05,3,2017,1,107,30,730,374,0,0,30.0,0,1
Same Day,Corporate,United States,Southaven,Mississippi,38671,South,Office Supplies,Binders,234.36,6,0.0,112.4928,2017-03-05,3,2017,1,407,120,730,410,0,0,48.0,0,1
Standard Class,Home Office,United States,Houston,Texas,77041,Central,Office Supplies,Paper,20.736,4,0.2,7.2576,2017-04-15,4,2017,2,490,150,730,454,0,0,35.0,0,1
First Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,10.5,5,0.0,2.94,2014-03-30,3,2014,1,367,105,365,-1040,1,0,27.999999999999996,0,1
Second Class,Corporate,United States,Reading,Pennsylvania,19601,East,Furniture,Furnishings,23.968,2,0.2,7.7896,2014-11-11,11,2014,4,198,60,1825,661,0,0,32.5,0,1
Second Class,Corporate,United States,Reading,Pennsylvania,19601,East,Furniture,Bookcases,521.96,4,0.5,-250.5408,2014-11-11,11,2014,4,44,21,1825,666,0,0,-47.99999999999999,0,1
Second Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Storage,676.55,5,0.0,6.7655,2016-03-12,3,2016,1,238,66,1095,433,0,0,1.0000000000000002,0,1
Second Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Appliances,154.9,5,0.0,40.274,2016-03-12,3,2016,1,79,30,730,60,0,0,26.0,0,1
